participant_id,version,summary_ko
participant_1218,v3,"첫 단계에서는 행복 정서가 제시되며 높은 집중·참여와 매우 낮은 이완이 동시에 나타나 강한 몰입을 중심으로 한 반응 흐름으로 시작됩니다. 두 번째 단계에서는 충만감이 “편안한” 정도로 유지되면서 이완이 매우 높은 수준으로 급상승하고, 스트레스는 낮아 전체 반응이 부드럽게 안정화됩니다. 마지막 단계에서는 충만감이 “가슴까지 차오르는” 정도로 증가하지만 참여·집중은 여전히 높은 수준에서 유지되며 전반적 각성은 완만하게 조정되는 흐름을 보입니다."
participant_1218,v4,"정서는 “편안한 행복감”에서 “가슴까지 차오르는 기쁜 행복감”으로 전환되며, 스트레스는 매우 낮은 수준에서 일관적으로 유지됩니다. 참여도·흥분·집중은 높은 편이며, 중간 단계에서는 이완만 매우 높은 수준으로 급격히 증가한 후 마지막 단계에서 다시 높음 수준으로 조정됩니다. 전체적으로 낮은 스트레스와 높은 몰입이 지속되면서 충만감이 점차 강화되는 상태로 요약됩니다."
participant_1410,v1,"초기 단계에서 “편안한 행복감”이 제시되지만 흥분과 집중은 매우 높은 반면 이완은 극도로 낮아 정서적 안정과 생체 반응 사이에 상반된 양상이 나타납니다. 다음 단계에서는 이완이 보통 수준으로 상승하고 스트레스는 낮은 수준을 유지해 일부 균형이 회복되지만, 집중은 여전히 매우 높아 불균형의 잔여가 확인됩니다. 마지막 단계에서는 충만감이 “가슴까지 차오르는 기쁜 행복감”으로 강화되지만 이완이 매우 높은 수준으로 급격히 증가해 감정 강화와 신체적 안정이 동시에 나타나는 독특한 조합이 관찰됩니다."
participant_1410,v2,"초기 단계에서는 매우 낮은 스트레스 속에서 높은 집중과 흥분이 함께 나타나 행복한 정서가 안정적으로 형성된 것으로 판단됩니다. 이후 단계에서는 이완이 보통 수준으로 증가하며 긴장 완화와 정서 균형이 자연스럽게 강화되는 흐름이 보입니다. 최종 단계에서는 이완이 매우 높은 수준에 도달하고 충만감도 “가슴까지 차오르는” 정도로 확대되어 전반적으로 긍정적 회복력과 안정성을 갖춘 상태로 해석됩니다."
participant_1410,v3,"첫 단계에서는 행복 정서가 높은 집중·흥분 지표와 함께 매우 낮은 이완 속에서 강한 몰입 중심의 반응 흐름으로 시작됩니다. 이어지는 두 번째 단계에서는 충만감이 “편안한” 정도로 유지되며 이완이 보통 수준으로 상승해 반응 전반이 서서히 안정화됩니다. 마지막 단계에서는 충만감이 “가슴까지 차오르는” 수준으로 높아지고 이완은 매우 높은 수준으로 급상승해 정서적 확장과 생체적 안정이 동시에 강화되는 흐름이 완성됩니다."
participant_1410,v4,"정서는 “편안한 행복감”에서 “가슴까지 차오르는 기쁜 행복감”으로 변화하며 스트레스는 매우 낮은 수준을 일관되게 유지합니다. 집중·흥분은 높은 수준에서 유지되고, 이완은 매우 낮음 → 보통 → 매우 높음으로 단계적으로 상승합니다. 전체적으로 높은 몰입과 안정의 조합 속에서 충만감이 점진적으로 확대되는 상태로 요약됩니다."
participant_1513,v1,"“기쁜 행복감”과 이후의 “신나는 행복감”이 제시되지만 모든 생체 지표가 매우 낮은 수준에 머물러 정서적 강도와 생체 반응 간에 뚜렷한 불일치가 나타납니다. 단계가 진행되면서 충만감은 강하게 증가함에도 스트레스·흥분·집중은 거의 나타나지 않는 수준으로 유지됩니다. 이는 감정적 고양감이 커지더라도 신체적 반응은 극도로 억제된 형태로 표현된 것으로 해석됩니다."
participant_1513,v2,"전반적으로 생체 지표가 매우 낮은 수준에서 안정적으로 유지되어 과도한 긴장이나 부담이 없는 편안한 상태로 판단됩니다. 충만감이 “기쁜”에서 “신나는” 수준으로 높아지더라도 생체 반응은 요동하지 않아 정서적 안정성이 유지되는 긍정적 흐름이 확인됩니다. 감정적 고조 속에서도 차분함이 유지되는 균형 잡힌 반응으로 해석됩니다."
participant_1513,v3,"초기 단계에서는 행복 정서가 나타나지만 모든 지표가 매우 낮은 수준에서 출발해 조용하고 안정적인 흐름을 보입니다. 이어지는 단계에서는 충만감이 “기쁜” 정도로 높아지지만 생체 지표는 동일하게 매우 낮은 수준을 유지해 변화 폭이 거의 없는 전환이 이뤄집니다. 마지막 단계에서는 “신나는 행복감”으로 확대되지만 생체 반응은 극도로 낮은 상태로 고정되며 감정의 확장과 생체적 정적이 동시에 지속되는 흐름을 보입니다."
participant_1513,v4,"정서는 “기쁜 행복감”에서 “신나는 행복감”으로 상승하지만 스트레스·흥분·참여·이완·집중은 모두 매우 낮은 수준입니다. 단계 전반에서 지표 변화는 거의 없으며 극도로 안정된 상태가 유지됩니다. 전체적으로 감정적 고양감은 증가하나 생체 반응은 조용하게 유지되는 형태로 요약됩니다."
participant_2204,v1,"초기 단계에서 “신나는 행복감”이 나타나지만 매우 높은 집중·흥분과 달리 이완은 극도로 낮아 정서의 고양과 생체 반응 간의 상반된 패턴이 관찰됩니다. 이후 단계에서 이완은 매우 높은 수준으로 급상승했음에도 스트레스는 낮은 수준을 유지해 정서적 고조와 생체적 안정이 동시에 존재하는 불균형이 드러납니다. 마지막 단계에서도 동일한 구조가 반복되며 높은 몰입 속에서도 낮은 스트레스와 높은 이완이 함께 나타나는 독특한 조합이 지속된 것으로 해석됩니다."
participant_2204,v2,"초기에는 높은 집중과 흥분이 나타나지만 스트레스가 매우 낮아 부담 없이 긍정적 정서가 형성된 것으로 판단됩니다. 다음 단계에서는 이완이 매우 높은 수준으로 상승하며 정서적 안정감과 회복력이 한층 강화된 모습이 보입니다. 최종 단계에서도 동일한 패턴이 유지되어 높은 몰입과 낮은 스트레스가 조화를 이루는 긍정적 상태로 해석됩니다."
participant_2204,v3,"첫 단계에서는 행복 정서가 강하게 나타나며 높은 참여·흥분·집중 속에서 매우 낮은 이완이 동반되어 강한 각성 중심의 흐름으로 시작됩니다. 이어지는 단계에서는 충만감이 “신나는” 수준에 머무르면서 이완이 매우 높은 수준으로 크게 상승하고 스트레스는 낮게 유지되어 전반적 반응이 안정적으로 전환됩니다. 마지막 단계에서도 동일한 반응 구조가 반복되며 고조된 정서와 안정된 생체 반응이 함께 유지되는 흐름이 형성됩니다."
participant_2204,v4,"정서는 전 과정에서 “신나는 행복감”으로 유지되며 스트레스는 매우 낮음에서 낮음 수준으로 안정적입니다. 참여·흥분·집중은 모두 높은 수준을 보이고, 이완은 매우 낮음에서 매우 높음으로 크게 상승한 뒤 유지됩니다. 전체적으로 높은 몰입과 낮은 스트레스가 지속되며 안정된 생체 반응 속에서 강한 행복감이 유지되는 상태로 요약됩니다."
participant_2208,v1,"초기 단계에서는 “불안한 두려움”이 나타나지만 스트레스는 매우 낮고 흥분·집중은 높은 수준이어서 정서적 불안과 생체 지표 간의 불일치가 확인됩니다. 이후 단계에서도 동일한 구조가 반복되며 두려움의 표현과는 달리 생체 반응은 낮은 이완과 높은 몰입이 함께 나타나는 모순된 조합이 유지됩니다. 마지막 단계에서는 두려움이 “가슴까지 차오르는” 정도로 증가했음에도 스트레스는 보통 수준에 그쳐 정서적 강도와 생체 반응의 균형이 여전히 맞지 않는 흐름으로 해석됩니다."
participant_2208,v2,"초기에는 “불안한 두려움”이 존재하지만 스트레스가 매우 낮고 집중·흥분이 높아 과도한 긴장 없이 안정적으로 반응한 것으로 판단됩니다. 중간 단계에서도 동일한 상태가 이어져 높은 몰입 속에서도 정서적 부담이 크게 확대되지 않는 긍정적 흐름이 유지됩니다. 마지막 단계에서도 스트레스는 보통 수준으로만 상승하며 전반적으로 안정된 생체 반응을 유지한 채 정서적 반응이 다소 강화된 상태로 해석됩니다."
participant_2208,v3,"첫 단계에서는 두려움이 제시되지만 스트레스는 매우 낮고 흥분·집중은 높은 수준으로 나타나 강한 몰입 중심의 반응으로 시작됩니다. 이어지는 단계에서도 충만감은 “불안한” 정도로 낮게 유지되며 생체 지표는 거의 변동 없이 정적 흐름을 이어갑니다. 마지막 단계에서는 충만감이 “가슴까지 차오르는” 수준으로 상승하고 스트레스는 보통 수준으로 올라가지만 몰입 지표는 여전히 높아 정서적 고조와 생체적 반응이 점진적으로 강화되는 흐름이 나타납니다."
participant_2208,v4,"정서는 “불안한 두려움”에서 “두려움이 가슴까지 차오르는 상태”로 변화하며 스트레스는 매우 낮음에서 보통 수준으로 상승합니다. 집중·흥분은 높은 수준을 유지하고, 이완은 매우 낮음에서 낮음으로 완만하게 증가합니다. 전체적으로 높은 몰입과 낮은 초기 스트레스 속에서 두려움이 점진적으로 강화되는 상태로 요약됩니다."
participant_김도단,v1,"“편안한 행복감”이 나타나지만 스트레스는 낮은 수준임에도 흥미·참여·이완이 모두 높은 수준으로 나타나 감정적 안정과 반응 강도 사이의 미묘한 대비가 존재합니다. 특히 각성 지표는 보통 수준에 머무르면서도 집중과 흥미는 동시에 높아 균일하지 않은 생체 패턴이 드러납니다. 마지막 단계에서 충만감이 “가슴까지 차오르는 기쁜 행복감”으로 확대되지만 지표 변화는 거의 없으며 감정 고조와 생체 반응의 고정된 구조가 상반되게 유지되는 흐름으로 해석됩니다."
participant_김도단,v2,"초기 단계에서 스트레스가 낮고 이완·참여·흥미가 모두 높은 수준으로 나타나 전반적으로 균형 잡힌 긍정적 정서 상태가 형성된 것으로 보입니다. 중간 단계에서도 동일한 지표가 유지되어 부담 없이 안정적인 행복감이 지속된 것으로 판단됩니다. 최종 단계에서도 “가슴까지 차오르는” 행복감이 나타나지만 생체 지표가 일관적으로 유지되어 정서적 안정성과 몰입이 함께 지속되는 긍정적 상태로 해석됩니다."
participant_김도단,v3,"처음 단계는 행복 정서 속에서 높은 참여·흥미와 낮은 스트레스로 출발하며 안정된 생체 흐름이 형성됩니다. 이어지는 단계에서도 충만감은 “편안한” 수준에 머물며 지표 변화 없이 안정적 반응 구조가 유지됩니다. 마지막 단계에서는 충만감이 “가슴까지 차오르는” 수준으로 상승하지만 생체 지표는 그대로 유지되어 정서만 확장되는 흐름이 이어집니다."
participant_김도단,v4,"정서는 “편안한 행복감”에서 “가슴까지 차오르는 기쁜 행복감”으로 확장되며 스트레스는 낮은 수준입니다. 참여·이완·흥미·집중은 모두 높은 수준이고 흥분은 보통 수준을 유지합니다. 전체적으로 지표 변화는 거의 없으며 높은 몰입과 안정적 행복감이 지속되는 상태로 요약됩니다."
participant_김지원,v1,"초기 단계에서는 “편안한 행복감”이 제시되지만 매우 낮은 스트레스와 높은 몰입·흥미 대비 이완이 극도로 낮아 감정 안정과 생체 반응의 불균형이 드러납니다. 중간 단계에서는 이완이 매우 높은 수준으로 급상승하는 반면 참여도와 흥미는 오히려 감소해 상반된 반응 구조가 형성됩니다. 마지막 단계에서 충만감은 “가슴까지 차오르는 기쁜 행복감”으로 강화되지만 스트레스는 낮고 이완은 매우 높아 감정 고조와 생체 반응이 일치하지 않는 패턴이 유지됩니다."
participant_김지원,v2,"초기에는 높은 몰입과 매우 낮은 스트레스 속에서 행복한 정서가 안정적으로 형성된 것으로 판단됩니다. 다음 단계에서는 이완이 매우 높은 수준으로 상승하며 정서적 안정감이 뚜렷하게 강화된 양상을 보입니다. 마지막 단계에서는 충만감이 “가슴까지 차오르는” 수준으로 증가했음에도 스트레스가 낮게 유지되고 몰입이 안정적으로 나타나 긍정적인 균형이 지속된 상태로 해석됩니다."
participant_김지원,v3,"첫 단계는 행복 정서 속에서 높은 흥미와 몰입이 뚜렷하지만 이완이 매우 낮아 긴장된 기반 위의 몰입 흐름으로 출발합니다. 이후 단계에서는 충만감이 “편안한” 수준으로 유지되며 이완이 매우 높은 수준으로 급상승하고 참여·흥미는 보통 수준으로 조정되어 반응이 안정화됩니다. 마지막 단계는 동일한 지표 구조가 유지되면서 충만감만 “가슴까지 차오르는” 수준으로 확대되는 흐름이 이어집니다."
participant_김지원,v4,"정서는 “편안한 행복감”에서 “가슴까지 차오르는 기쁜 행복감”으로 변화하며 스트레스는 매우 낮음에서 낮음 수준을 유지합니다. 몰입과 집중은 높은 수준을 유지하며, 이완은 매우 낮음에서 매우 높음으로 크게 상승한 뒤 유지됩니다. 전체적으로 초기의 긴장 기반 행복감이 점차 안정된 행복감으로 확장되는 모습으로 요약됩니다."
participant_송연우,v1,"초기 단계에서는 슬픈 정서가 나타남에도 스트레스는 매우 낮고 집중·참여는 높은 수준으로 나타나 정서적 침체와 생체 반응 간의 불일치가 확인됩니다. 중간 단계에서는 정서 강도가 “슬픈 감정”으로 상승하지만 이완은 낮고 스트레스는 보통 수준으로 증가해 감정 고조 대비 생체 반응의 안정도가 충분히 따라오지 않는 대비가 드러납니다. 마지막 단계의 “절망적인 슬픔”에서도 동일한 지표 구조가 유지되어 강한 감정과 제한된 생체 반응이 계속 엇갈리는 흐름으로 해석됩니다."
participant_송연우,v2,"초기 단계에서는 슬픈 정서가 제시되지만 스트레스는 매우 낮고 몰입과 집중이 높은 편으로 과도한 부담 없이 안정적으로 반응한 것으로 보입니다. 이후 단계에서는 스트레스가 보통 수준까지 상승했음에도 전체 지표가 크게 흔들리지 않아 감정적 동요에 비해 생체 반응은 비교적 안정적으로 유지됩니다. 최종 단계에서도 “절망적인 슬픔”이 나타나지만 지표는 보통~높음 수준에서 유지되어 극단적인 생체적 소모 없이 균형을 유지한 상태로 해석됩니다."
participant_송연우,v3,"첫 단계에서는 슬픈 정서가 제시되지만 스트레스는 매우 낮고 몰입·집중은 높은 수준으로 강한 집중 기반의 정적 흐름으로 출발합니다. 이후 단계에서는 충만감이 “슬픈 감정” 수준으로 상승하며 스트레스가 보통 수준으로 오르고 이완은 낮은 수준에 머물러 생체 반응이 다소 강화되는 전환이 이루어집니다. 마지막 단계에서는 동일한 지표 구조를 유지한 채 충만감만 “절망적인 슬픔”으로 확장되며 감정적 심화와 생체적 유지가 동시에 나타나는 흐름이 형성됩니다."
participant_송연우,v4,"정서는 “슬픈 감정”에서 “절망적인 슬픔”으로 강화되며 스트레스는 매우 낮음에서 보통 수준으로 상승합니다. 집중은 높은 수준을 일관적으로 유지하고, 이완은 매우 낮음에서 낮음 수준에 머뭅니다. 전체적으로 감정은 깊어지지만 생체 지표는 보통~높음 범위에서 안정적으로 유지되는 상태로 요약됩니다."
participant_최윤성,v1,"초기 단계에서는 “섭섭한 분노”가 나타나지만 스트레스는 매우 낮고 집중은 매우 높은 수준으로 나타나 정서적 불편과 생체 반응 간의 불일치가 드러납니다. 중간 단계에서도 동일한 구조가 유지되며 강한 정서 표현과는 달리 이완은 매우 낮고 몰입은 높은 상태가 지속됩니다. 마지막 단계에서는 스트레스가 낮은 수준으로 상승했음에도 정서 강도는 그대로 유지되고 집중은 여전히 매우 높아 감정적 불만과 생체적 안정이 어긋나는 흐름으로 해석됩니다."
participant_최윤성,v2,"초기 단계에서는 분노 정서가 있음에도 스트레스가 매우 낮고 집중은 매우 높은 수준으로 나타나 과도한 긴장 없이 상황을 통제한 상태로 보입니다. 이후 단계에서도 이완은 낮지만 몰입과 흥미가 안정적으로 유지되어 감정적 동요가 생체 반응에 과하게 반영되지 않는 긍정적 신호가 확인됩니다. 마지막 단계에서도 스트레스는 낮은 수준에 머물며 전반적으로 감정적 불편과는 별개로 생체적 균형이 안정적으로 지속된 상태로 해석됩니다."
participant_최윤성,v3,"첫 단계에서는 분노 정서가 존재하지만 매우 낮은 스트레스와 높은 집중·흥분이 결합되어 높은 몰입 기반의 반응 흐름으로 시작됩니다. 이어지는 단계에서도 충만감은 “섭섭한” 수준에 머물며 생체 지표는 거의 변화 없이 동일한 구조를 유지합니다. 마지막 단계에서는 스트레스가 낮은 수준으로 상승하고 참여도는 보통 수준으로 조정되지만 집중은 여전히 매우 높은 수준을 유지해 감정은 정체되고 생체 반응은 안정적으로 이어지는 흐름이 나타납니다."
participant_최윤성,v4,"정서는 전 과정에서 “섭섭한 분노”로 유지되며 스트레스는 매우 낮음에서 낮음 수준으로 변화합니다. 집중은 매우 높은 수준을 지속하고, 이완은 매우 낮음에서 낮음으로 완만하게 증가합니다. 전체적으로 낮은 스트레스와 높은 몰입 속에서 분노 정서만 유지되는 형태로 요약됩니다."
participant_11,v1,"초기 단계에서는 “만족스러운 행복감”이 나타나지만 스트레스는 매우 낮고 집중과 흥분은 매우 높은 반면 이완은 극도로 낮아 감정적 안정과 생체 반응의 강도가 상반되는 양상이 보입니다. 중간 단계에서는 이완이 높은 수준으로 크게 상승했음에도 흥분은 오히려 낮아지고 흥미는 감소해 지표 간 불균형이 지속됩니다. 마지막 단계에서 충만감이 “허리까지 차오르는 편안한 행복감”으로 강화되지만 스트레스는 낮고 집중은 매우 높은 상태로 유지되어 감정의 확장과 생체 반응의 고정된 구조가 어긋난 흐름으로 해석됩니다."
participant_11,v2,"초기 단계에서는 매우 낮은 스트레스 속에서 높은 집중과 흥분이 나타나 부담 없이 긍정적인 정서가 형성된 것으로 보입니다. 중간 단계에서는 이완이 높아지고 스트레스는 여전히 낮아 전반적인 안정감이 강화되는 흐름이 이어집니다. 마지막 단계에서는 충만감이 “허리까지 차오르는” 정도로 높아지고 흥미도 매우 높은 수준으로 상승해 정서적 활력과 안정이 동시에 증대된 긍정적 패턴으로 해석됩니다."
participant_11,v3,"첫 단계에서는 행복 정서가 제시되며 매우 낮은 이완과 높은 몰입·흥분이 결합된 강한 각성 중심의 흐름으로 시작됩니다. 이어지는 단계에서는 충만감이 “만족스러운” 정도로 유지되면서 이완이 높은 수준으로 급상승하고 스트레스는 낮게 유지되어 반응이 부드럽게 안정화됩니다. 마지막 단계에서는 충만감이 “허리까지 차오르는” 수준으로 증가하고 이완이 더 높아지며 흥미가 다시 매우 높은 수준으로 상승해 정서적 확장과 생체적 안정이 균형 있게 이어지는 흐름이 형성됩니다."
participant_11,v4,"정서는 “만족스러운 행복감”에서 “허리까지 차오르는 편안한 행복감”으로 확장되며 스트레스는 매우 낮음에서 낮음 수준을 유지합니다. 집중은 전 과정에서 매우 높은 수준을 유지하고, 이완은 매우 낮음에서 높음으로 크게 상승합니다. 전체적으로 높은 몰입과 안정된 이완 상승 속에서 행복감이 점진적으로 강화되는 상태로 요약됩니다."
participant_22,v1,"초기 단계에서는 “신나는 행복감”이 제시되지만 매우 낮은 이완과 매우 높은 흥분·흥미가 공존해 정서적 고양과 생체 지표 간의 불균형이 두드러집니다. 이후 단계에서는 이완이 높은 수준으로 크게 증가하는 반면 참여도와 흥분은 감소해 정서 강도와 생체 반응이 서로 다른 방향으로 움직이는 대비가 나타납니다. 마지막 단계에서도 동일한 구조가 유지되며 강한 행복감이 지속됨에도 생체 지표는 조정된 상태로 고정되어 감정적 확장과 생체적 안정이 엇갈리는 흐름으로 해석됩니다."
participant_22,v2,"초기에는 높은 몰입과 매우 높은 흥분 속에서도 스트레스가 거의 나타나지 않아 긍정적이고 활기찬 행복감이 부담 없이 형성된 것으로 보입니다. 중간 단계에서는 이완이 높은 수준으로 상승하면서 지나친 각성이 완화되고 정서적 안정이 강화되는 흐름이 나타납니다. 마지막 단계에서도 행복감은 “신나는” 수준으로 유지되면서 생체 지표가 일정한 균형을 찾아 안정을 유지한 상태로 해석됩니다."
participant_22,v3,"첫 단계에서는 강한 행복 정서와 높은 집중·흥미·흥분이 결합된 고각성 기반의 반응 흐름으로 시작됩니다. 이어지는 단계에서는 충만감이 “신나는” 수준으로 유지되면서 이완이 높아지고 흥분과 참여는 보통 수준으로 조정되어 반응이 완만하게 안정화됩니다. 마지막 단계에서도 같은 구조가 반복되며 정서적 활력이 유지되는 가운데 생체 반응은 안정된 수준에서 고정되는 흐름이 이어집니다."
participant_22,v4,"정서는 전 과정에서 “신나는 행복감”으로 유지되고 스트레스는 매우 낮음에서 낮음 수준입니다. 집중·흥미·흥분은 초기에는 매우 높다가 이후에는 보통~높음 수준으로 안정되고, 이완은 매우 낮음에서 높음으로 크게 상승합니다. 전체적으로 높은 행복감과 조정된 생체 반응이 균형을 이루며 안정적으로 유지된 상태로 요약됩니다."
participant_최보미,v1,"초기 단계에서는 “기쁜 행복감”이 나타나지만 스트레스는 매우 낮고 이완은 극도로 낮은 반면 흥미와 집중은 높은 수준으로 유지되어 감정적 고양과 생체 반응 간의 불일치가 드러납니다. 이후 단계에서도 동일한 구조가 지속되며 감정 강도는 높지만 생체적 긴장 지표는 이에 비해 지나치게 낮아 대비가 유지됩니다. 마지막 단계에서 충만감이 “허리까지 차오르는 편안한 행복감”으로 변화했음에도 스트레스는 낮고 집중은 매우 높아 정서적 확장과 생체적 안정이 서로 다른 방향으로 움직이는 양상이 확인됩니다."
participant_최보미,v2,"초기 단계는 매우 낮은 스트레스 속에서 높은 집중과 높은 흥미가 나타나 부담 없는 긍정적 정서가 형성된 것으로 보입니다. 중간 단계에서도 감정 강도는 높지만 생체 지표가 흔들리지 않아 안정적인 행복 상태가 유지된 것으로 판단됩니다. 마지막 단계에서는 이완이 높은 수준으로 상승하고 충만감이 “허리까지 차오르는” 정도로 확대되어 정서적 안정과 편안함이 강화된 긍정적 흐름이 나타납니다."
participant_최보미,v3,"첫 단계에서는 행복 정서가 제시되며 낮은 스트레스와 높은 흥미·집중이 결합된 안정된 몰입 기반의 흐름으로 시작됩니다. 이어지는 단계에서도 충만감은 “기쁜” 수준으로 유지되며 생체 반응은 동일하게 안정된 구조를 유지합니다. 마지막 단계에서는 충만감이 “허리까지 차오르는” 수준으로 상승하고 이완과 참여가 높아져 정서적 편안함과 생체 안정이 동시에 강화되는 전환 흐름이 형성됩니다."
participant_최보미,v4,"정서는 “기쁜 행복감”에서 “허리까지 차오르는 편안한 행복감”으로 변화하며 스트레스는 매우 낮음에서 낮음 수준으로 상승합니다. 집중은 높음에서 매우 높음으로 강화되고, 이완은 매우 낮음에서 높음으로 크게 증가합니다. 전체적으로 안정된 몰입과 완화된 긴장 속에서 행복감이 점진적으로 확장된 상태로 요약됩니다."
participant_1_3,v1,"초기 단계에서는 두려움이 존재하지만 스트레스는 매우 낮고 집중은 매우 높아 정서적 불안과 생체 반응이 서로 어긋나는 패턴이 관찰됩니다. 다음 단계에서는 정서가 “겁나는 두려움”으로 확대되며 스트레스는 높아지지만 이완은 매우 낮고 흥분은 오히려 보통 수준으로 감소해 감정 강도와 생체 반응이 비대칭적으로 변화합니다. 마지막 단계에서도 두려움이 “가슴까지 차오르는” 수준이 되었음에도 생체 지표는 그대로 유지되어 감정 심화와 생체 반응 간 격차가 지속된 것으로 해석됩니다."
participant_1_3,v2,"초기에는 두려움이 존재해도 스트레스가 매우 낮고 집중이 매우 높아 과도한 긴장 없이 상황을 다루고 있었던 것으로 보입니다. 이후 단계에서는 스트레스가 높아지지만 이완·흥분 등이 완만한 수준을 유지해 감정적 동요에 비해 생체적 안정이 일정 부분 유지됩니다. 마지막 단계에서도 지표는 일정하게 유지되며 전반적으로 두려움이 커지더라도 생체 반응이 과도하게 흔들리지 않는 회복적 패턴이 관찰됩니다."
participant_1_3,v3,"첫 단계에서는 두려움이 제시되지만 매우 낮은 스트레스와 높은 집중이 결합된 고몰입 기반의 반응 흐름으로 출발합니다. 이어지는 단계에서는 충만감이 “겁나는” 수준으로 상승하면서 스트레스가 높아지고 이완은 낮은 수준에 머물러 정서적 긴장감이 강화됩니다. 마지막 단계에서는 충만감이 “가슴까지 차오르는” 두려움으로 확대되지만 생체 지표는 동일하게 유지되어 감정은 상승하나 생체 반응은 고정적인 흐름을 보입니다."
participant_1_3,v4,"정서는 “겁나는 두려움”에서 “두려움이 가슴까지 차오르는 상태”로 확대되며 스트레스는 매우 낮음에서 높음 수준으로 크게 증가합니다. 집중은 매우 높음에서 높음으로 조정되고, 이완은 매우 낮음에서 낮음으로 완만하게 상승합니다. 전체적으로 감정 강도만 점진적으로 커지고 생체 반응은 고정된 구조를 유지하는 형태로 요약됩니다."
participant_박하영,v1,"초기 단계에서는 “기쁜 행복감”이 나타나지만 스트레스는 매우 낮고 이완은 극도로 낮은 반면 흥미·집중은 높은 수준이어서 감정적 고양과 생체 반응이 서로 어긋나는 패턴이 관찰됩니다. 중간 단계에서도 동일한 대비가 유지되며 감정 강도는 높지만 이완은 여전히 낮아 반응 균형이 충분히 맞춰지지 않습니다. 마지막 단계에서 “신나는 행복감”으로 확장되었음에도 스트레스는 낮고 이완만 크게 상승하여 감정의 강화와 생체적 조정이 다른 방향으로 변화하는 흐름으로 해석됩니다."
participant_박하영,v2,"초기에는 매우 낮은 스트레스 속에서 높은 집중과 흥미가 나타나 긍정적이고 안정된 행복감이 형성된 것으로 보입니다. 중간 단계에서도 동일한 구조가 유지되어 감정적 고양 속에서도 생체 지표가 과도하게 흔들리지 않는 안정적 흐름이 이어집니다. 마지막 단계에서는 이완이 크게 증가하고 충만감이 “신나는” 수준으로 확장되며 정서적 활력과 안정이 동시에 강화된 긍정적 상태로 해석됩니다."
participant_박하영,v3,"첫 단계에서는 행복 정서가 높은 흥미·집중과 매우 낮은 이완이 결합된 고몰입 기반의 흐름으로 시작됩니다. 이어지는 단계에서는 충만감이 “기쁜” 수준으로 유지되며 생체 지표는 거의 변동 없이 정적 구조를 이어갑니다. 마지막 단계에서는 충만감이 “신나는” 수준으로 상승하고 이완이 높아지며 참여도도 증가해 정서적 확장과 생체적 안정이 함께 강화되는 전환 흐름이 나타납니다."
participant_박하영,v4,"정서는 “기쁜 행복감”에서 “신나는 행복감”으로 변화하며 스트레스는 매우 낮음에서 낮음 수준으로 유지됩니다. 집중과 흥미는 높은 수준을 지속하고, 이완은 매우 낮음에서 높음으로 크게 상승합니다. 전체적으로 높은 몰입과 증가한 안정 속에서 행복감이 점진적으로 확장되는 상태로 요약됩니다."
participant_1306,v1,"초기 단계에서는 “분노로 가득찬 상태”가 나타나지만 스트레스는 매우 낮고 집중·흥미는 매우 높은 수준으로 정서적 격한 표현과 생체 반응이 서로 일치하지 않는 양상이 확인됩니다. 이후 단계에서는 스트레스가 보통 수준까지 상승했음에도 이완은 낮고 흥분은 오히려 감소하여 감정적 고조에 비해 생체적 반응이 한쪽으로 치우친 형태가 드러납니다. 마지막 단계에서도 동일한 지표 구조가 반복되며 강렬한 분노와 비교적 제한된 생체 반응 사이의 대비가 지속된 것으로 해석됩니다."
participant_1306,v2,"초기에는 분노 정서가 있음에도 스트레스가 거의 나타나지 않고 높은 집중과 흥미가 유지되어 상황을 안정적으로 통제한 상태로 보입니다. 중간 단계에서는 스트레스가 보통 수준으로 상승하지만 몰입과 흥분이 안정적으로 유지되며 감정적 동요 대비 생체 반응이 크게 흔들리지 않는 패턴이 나타납니다. 마지막 단계에서도 지표가 동일하게 유지되어 감정은 강하지만 생체적 균형은 유지되는 긍정적인 안정 흐름으로 해석됩니다."
participant_1306,v3,"첫 단계에서는 분노 정서가 제시되지만 매우 낮은 스트레스와 높은 집중·흥미가 결합된 고몰입 기반의 반응 흐름으로 시작됩니다. 이어지는 단계에서는 충만감이 동일한 수준을 유지하며 스트레스가 보통 수준으로 상승하고 이완은 낮게 머물러 정서적 긴장감만 부분적으로 강화됩니다. 마지막 단계에서도 동일한 구조로 유지되며 강한 정서와 고정된 생체 반응이 함께 이어지는 흐름이 나타납니다."
participant_1306,v4,"정서는 전 과정에서 “분노로 가득찬 상태”로 유지되며 스트레스는 매우 낮음에서 보통 수준으로 상승합니다. 집중은 매우 높은 수준을 유지하고, 이완은 매우 낮음에서 낮음으로 완만하게 증가합니다. 전체적으로 강한 분노와 높음 수준의 몰입이 지속되는 가운데 생체 반응은 비교적 안정된 구조를 유지한 상태로 요약됩니다."
